WigleWifi-1.4,appRelease=2.26,model=EVA-L09,release=7.0,device=HWEVA,display=EVA-L09C576B383,board=EVA,brand=HUAWEI
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
1c:b9:c4:16:cc:a8,Ariel_University,[ESS],2017-11-08 13:49:51,11,-78,32.10403030046757,35.2069243102128,678.9804379236443,6,WIFI
1c:b9:c4:15:44:3c,Ariel_University,[ESS],2017-11-08 13:49:51,36,-82,32.10403030046757,35.2069243102128,678.9804379236443,6,WIFI
1c:b9:c4:15:fd:6c,Ariel_University,[ESS],2017-11-08 13:49:51,36,-82,32.10403030046757,35.2069243102128,678.9804379236443,6,WIFI
ec:8c:a2:08:95:8c,Ariel_University,[ESS],2017-11-08 13:49:51,36,-85,32.10403030046757,35.2069243102128,678.9804379236443,6,WIFI
ec:8c:a2:08:a2:48,Ariel_University,[ESS],2017-11-08 13:49:51,6,-83,32.10403030046757,35.2069243102128,678.9804379236443,6,WIFI
ec:8c:a2:88:a2:47,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:49:53,36,-77,32.10405464269103,35.206942330083905,678.8468632954811,6,WIFI
ec:8c:a2:88:a2:47,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:50:06,36,-65,32.104216258760914,35.20690747723956,678.459543192728,8,WIFI
ec:8c:a2:08:a2:4c,Ariel_University,[ESS],2017-11-08 13:50:06,36,-66,32.104216258760914,35.20690747723956,678.459543192728,8,WIFI
ec:8c:a2:08:95:8c,Ariel_University,[ESS],2017-11-08 13:50:06,36,-69,32.104216258760914,35.20690747723956,678.459543192728,8,WIFI
ec:8c:a2:08:a2:48,Ariel_University,[ESS],2017-11-08 13:50:06,6,-69,32.104216258760914,35.20690747723956,678.459543192728,8,WIFI
ec:8c:a2:88:95:87,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:50:06,36,-68,32.104216258760914,35.20690747723956,678.459543192728,8,WIFI
06:ae:db:53:3f:a5,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-08 13:50:06,6,-83,32.104216258760914,35.20690747723956,678.459543192728,8,WIFI
ec:8c:a2:09:8c:68,Ariel_University,[ESS],2017-11-08 13:50:06,1,-76,32.104216258760914,35.20690747723956,678.459543192728,8,WIFI
8c:0c:90:2e:0f:c8,Ariel_University,[ESS],2017-11-08 13:50:06,11,-87,32.104216258760914,35.20690747723956,678.459543192728,8,WIFI
ec:8c:a2:08:a2:4c,Ariel_University,[ESS],2017-11-08 13:50:09,36,-55,32.10427054588759,35.206860213319864,678.3282559713214,8,WIFI
ec:8c:a2:08:95:88,Ariel_University,[ESS],2017-11-08 13:50:09,1,-79,32.10427054588759,35.206860213319864,678.3282559713214,8,WIFI
ec:8c:a2:08:aa:d8,Ariel_University,[ESS],2017-11-08 13:50:09,6,-80,32.10427054588759,35.206860213319864,678.3282559713214,8,WIFI
f0:b0:52:3e:d0:9c,Ariel_University,[ESS],2017-11-08 13:50:09,36,-86,32.10427054588759,35.206860213319864,678.3282559713214,8,WIFI
24:c9:a1:35:aa:b8,Ariel_University,[ESS],2017-11-08 13:50:09,2,-85,32.10427054588759,35.206860213319864,678.3282559713214,8,WIFI
14:ae:db:53:3f:a5,bz300683,[WPA2-PSK-CCMP][ESS],2017-11-08 13:50:11,6,-84,32.10429992889958,35.206842320091724,678.3125813243528,8,WIFI
f0:b0:52:3e:c8:58,Ariel_University,[ESS],2017-11-08 13:50:11,6,-87,32.10429992889958,35.206842320091724,678.3125813243528,8,WIFI
ec:8c:a2:08:a2:48,Ariel_University,[ESS],2017-11-08 13:50:13,6,-63,32.104325918506625,35.20683183090794,678.3518571104102,6,WIFI
ec:8c:a2:09:8c:6c,Ariel_University,[ESS],2017-11-08 13:50:13,36,-71,32.104325918506625,35.20683183090794,678.3518571104102,6,WIFI
78:f8:82:a0:0a:49,????? ????,[WPA2-PSK-CCMP][ESS],2017-11-08 13:50:15,6,-91,32.10435251037241,35.206835116408165,678.3836336064718,6,WIFI
1c:b9:c4:15:fd:68,Ariel_University,[ESS],2017-11-08 13:50:17,11,-89,32.10437594251948,35.20683533078302,678.3847303953421,6,WIFI
1c:b9:c4:95:41:f7,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:50:21,44,-69,32.1044072893495,35.20683051588837,678.3290928703358,4,WIFI
ec:8c:a2:88:aa:d7,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:50:21,36,-78,32.1044072893495,35.20683051588837,678.3290928703358,4,WIFI
ec:8c:a2:08:aa:dc,Ariel_University,[ESS],2017-11-08 13:50:21,36,-77,32.1044072893495,35.20683051588837,678.3290928703358,4,WIFI
ec:8c:a2:89:8c:67,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:50:23,36,-68,32.10440928212855,35.20683254602077,678.2916207655974,4,WIFI
70:5a:0f:5c:b0:0b,DIRECT-80-HP DeskJet 3630 series,[WPA2-PSK-CCMP][WPS][ESS][P2P],2017-11-08 13:50:25,6,-86,32.104410905691864,35.20683239669179,678.2871092451215,4,WIFI
f0:b0:52:3e:c8:ec,Ariel_University,[ESS],2017-11-08 13:50:25,52,-84,32.104410905691864,35.20683239669179,678.2871092451215,4,WIFI
ec:8c:a2:08:95:88,Ariel_University,[ESS],2017-11-08 13:50:30,1,-72,32.10441086085957,35.206832562912666,678.2756743460998,4,WIFI
78:f8:82:a0:0a:49,????? ????,[WPA2-PSK-CCMP][ESS],2017-11-08 13:50:30,6,-84,32.10441086085957,35.206832562912666,678.2756743460998,4,WIFI
f0:b0:52:3e:c8:e8,Ariel_University,[ESS],2017-11-08 13:50:30,1,-88,32.10441086085957,35.206832562912666,678.2756743460998,4,WIFI
1c:b9:c4:95:fd:67,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:50:30,36,-84,32.10441086085957,35.206832562912666,678.2756743460998,4,WIFI
ec:8c:a2:08:95:8c,Ariel_University,[ESS],2017-11-08 13:50:33,36,-64,32.104410487917306,35.206832409786465,678.2647568634266,4,WIFI
f0:b0:52:3e:c7:ac,Ariel_University,[ESS],2017-11-08 13:50:33,36,-83,32.104410487917306,35.206832409786465,678.2647568634266,4,WIFI
8c:0c:90:2f:cb:d8,Ariel_University,[ESS],2017-11-08 13:50:36,6,-85,32.10441040115584,35.20683247634142,678.2510517132015,4,WIFI
f0:b0:52:3e:d0:98,Ariel_University,[ESS],2017-11-08 13:50:39,1,-86,32.10441011818491,35.20683278472025,678.2379320139822,4,WIFI
24:c9:a1:35:aa:b8,Ariel_University,[ESS],2017-11-08 13:50:54,2,-80,32.104413840782236,35.20683691241284,678.1842190350308,4,WIFI
f0:b0:52:3e:c7:a8,Ariel_University,[ESS],2017-11-08 13:51:00,11,-90,32.104419189381574,35.20683661972547,677.9657962788315,4,WIFI
f0:b0:52:be:c7:a7,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:51:10,36,-84,32.10442204102759,35.20684004408465,677.5884780317821,4,WIFI
f0:b0:52:3e:d8:98,Ariel_University,[ESS],2017-11-08 13:51:27,1,-91,32.10441494115973,35.206840976868364,677.4614246387351,4,WIFI
24:c9:a1:b5:aa:b3,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:51:57,2,-88,32.10440765388453,35.20685067900013,677.320565467292,4,WIFI
00:7c:05:18:b0:0d,Wifi Display B00D,[ESS],2017-11-08 13:52:48,6,-87,32.10440618089464,35.20686035681964,677.2195582345129,4,WIFI
1c:b9:c4:95:44:37,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:54:25,36,-83,32.10439936379043,35.20684879679123,675.4617837697346,8,WIFI
e2:a5:3e:11:11:fd,?-iPhone ?? Yakir,[WPA2-PSK-CCMP][ESS],2017-11-08 13:56:01,1,-85,32.10440809633971,35.20681076516041,676.6184340006125,6,WIFI
c0:bd:d1:63:33:a0,Android-AP,[WPA2-PSK-CCMP][ESS],2017-11-08 13:56:01,11,-90,32.10440809633971,35.20681076516041,676.6184340006125,6,WIFI
ec:8c:a2:88:a2:47,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:56:07,36,-54,32.10439186071148,35.20681861970146,676.9356152916282,4,WIFI
1c:b9:c4:15:44:38,Ariel_University,[ESS],2017-11-08 13:56:07,11,-94,32.10439186071148,35.20681861970146,676.9356152916282,4,WIFI
8c:0c:90:2f:cb:d8,Ariel_University,[ESS],2017-11-08 13:56:09,6,-78,32.10436938118203,35.20682530897116,677.057771907032,4,WIFI
ec:8c:a2:09:8c:6c,Ariel_University,[ESS],2017-11-08 13:56:13,36,-65,32.104326043300304,35.20684179906714,677.29250001104,4,WIFI
42507_10072_516799,HOT mobile,UMTS;il,2017-11-08 13:56:13,0,-113,32.104326043300304,35.20684179906714,677.29250001104,4,GSM
1c:b9:c4:16:cc:ac,Ariel_University,[ESS],2017-11-08 13:56:27,44,-53,32.10414500415937,35.20690272874468,678.3343343231105,6,WIFI
1c:b9:c4:95:41:f7,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:56:27,44,-55,32.10414500415937,35.20690272874468,678.3343343231105,6,WIFI
1c:b9:c4:15:41:f8,Ariel_University,[ESS],2017-11-08 13:56:29,1,-64,32.10412789338831,35.206904943637326,678.5309356090356,8,WIFI
1c:b9:c4:15:44:38,Ariel_University,[ESS],2017-11-08 13:56:29,11,-87,32.10412789338831,35.206904943637326,678.5309356090356,8,WIFI
1c:b9:c4:16:cc:a8,Ariel_University,[ESS],2017-11-08 13:56:29,11,-67,32.10412789338831,35.206904943637326,678.5309356090356,8,WIFI
1c:b9:c4:96:cc:a7,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:56:29,44,-61,32.10412789338831,35.206904943637326,678.5309356090356,8,WIFI
f8:d1:11:77:77:d6,masa2,[ESS],2017-11-08 13:56:29,6,-85,32.10412789338831,35.206904943637326,678.5309356090356,8,WIFI
1c:b9:c4:16:04:d8,Ariel_University,[ESS],2017-11-08 13:59:56,1,-66,32.10398314900017,35.20596181557058,731.9091702626359,48,WIFI
f8:d1:11:77:77:d6,masa2,[ESS],2017-11-08 13:59:56,6,-79,32.10398314900017,35.20596181557058,731.9091702626359,48,WIFI
1c:b9:c4:15:fd:68,Ariel_University,[ESS],2017-11-08 13:59:56,11,-69,32.10398314900017,35.20596181557058,731.9091702626359,48,WIFI
1c:b9:c4:16:04:dc,Ariel_University,[ESS],2017-11-08 13:59:56,36,-58,32.10398314900017,35.20596181557058,731.9091702626359,48,WIFI
1c:b9:c4:15:fd:6c,Ariel_University,[ESS],2017-11-08 13:59:56,36,-57,32.10398314900017,35.20596181557058,731.9091702626359,48,WIFI
1c:b9:c4:16:ed:f8,Ariel_University,[ESS],2017-11-08 13:59:56,1,-75,32.10398314900017,35.20596181557058,731.9091702626359,48,WIFI
1c:b9:c4:16:ed:fc,Ariel_University,[ESS],2017-11-08 13:59:56,36,-78,32.10398314900017,35.20596181557058,731.9091702626359,48,WIFI
1c:b9:c4:15:44:3c,Ariel_University,[ESS],2017-11-08 13:59:56,36,-76,32.10398314900017,35.20596181557058,731.9091702626359,48,WIFI
1c:b9:c4:96:04:d7,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:59:56,36,-54,32.10398314900017,35.20596181557058,731.9091702626359,48,WIFI
1c:b9:c4:95:fd:67,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:59:56,36,-58,32.10398314900017,35.20596181557058,731.9091702626359,48,WIFI
1c:b9:c4:96:ed:f7,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:59:56,36,-79,32.10398314900017,35.20596181557058,731.9091702626359,48,WIFI
42507_10072_480144,HOT mobile,UMTS;il,2017-11-08 13:59:56,0,-113,32.10398314900017,35.20596181557058,731.9091702626359,48,GSM
1c:b9:c4:96:ed:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-82,32.1083254806443,35.23425565757291,0,90.45376586914062,WIFI
1c:b9:c4:55:44:73,island-154470,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,9,-63,32.10470687094086,35.2106774559043,0,90.45376586914062,WIFI
1c:b9:c4:16:cc:a8,Ariel_University,[ESS],1970-01-01 02:00:00,11,-82,32.10470687094086,35.2106774559043,0,90.45376586914062,WIFI
1c:b9:c4:16:04:d8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-63,32.10470687094086,35.2106774559043,0,90.45376586914062,WIFI
f8:d1:11:77:77:d6,masa2,[ESS],1970-01-01 02:00:00,6,-82,32.10470687094086,35.2106774559043,0,90.45376586914062,WIFI
1c:b9:c4:15:fd:68,Ariel_University,[ESS],1970-01-01 02:00:00,11,-70,32.10470687094086,35.2106774559043,0,90.45376586914062,WIFI
1c:b9:c4:16:04:dc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-47,32.10470687094086,35.2106774559043,0,90.45376586914062,WIFI
1c:b9:c4:15:fd:6c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-59,32.10470687094086,35.2106774559043,0,90.45376586914062,WIFI
1c:b9:c4:16:ed:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-78,32.10470687094086,35.2106774559043,0,90.45376586914062,WIFI
1c:b9:c4:16:ed:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-74,32.10470687094086,35.2106774559043,0,90.45376586914062,WIFI
1c:b9:c4:15:44:3c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-78,32.10470687094086,35.2106774559043,0,90.45376586914062,WIFI
1c:b9:c4:15:44:38,Ariel_University,[ESS],1970-01-01 02:00:00,11,-89,32.10470687094086,35.2106774559043,0,90.45376586914062,WIFI
1c:b9:c4:95:41:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,44,-62,32.10470687094086,35.2106774559043,0,90.45376586914062,WIFI
1c:b9:c4:16:06:3c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-85,32.10470687094086,35.2106774559043,0,90.45376586914062,WIFI
1c:b9:c4:96:04:d7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-47,32.10470687094086,35.2106774559043,0,90.45376586914062,WIFI
ec:8c:a2:08:95:88,Ariel_University,[ESS],1970-01-01 02:00:00,1,-88,32.10470687094086,35.2106774559043,0,90.45376586914062,WIFI
1c:b9:c4:15:41:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-70,32.10456212655272,35.20973432783756,0,90.45376586914062,WIFI
1c:b9:c4:16:cc:ac,Ariel_University,[ESS],1970-01-01 02:00:00,44,-63,32.10456212655272,35.20973432783756,0,90.45376586914062,WIFI
1c:b9:c4:15:41:fc,Ariel_University,[ESS],1970-01-01 02:00:00,44,-59,32.10456212655272,35.20973432783756,0,90.45376586914062,WIFI
1c:b9:c4:55:44:73,island-154470,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,9,-56,32.10456212655272,35.20973432783756,0,90.45376586914062,WIFI
1c:b9:c4:16:cc:a8,Ariel_University,[ESS],1970-01-01 02:00:00,11,-70,32.10456212655272,35.20973432783756,0,90.45376586914062,WIFI
1c:b9:c4:16:04:d8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-67,32.10456212655272,35.20973432783756,0,90.45376586914062,WIFI
f8:d1:11:77:77:d6,masa2,[ESS],1970-01-01 02:00:00,6,-82,32.10456212655272,35.20973432783756,0,90.45376586914062,WIFI
1c:b9:c4:15:fd:68,Ariel_University,[ESS],1970-01-01 02:00:00,11,-71,32.10456212655272,35.20973432783756,0,90.45376586914062,WIFI
1c:b9:c4:16:04:dc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-53,32.10456212655272,35.20973432783756,0,90.45376586914062,WIFI
1c:b9:c4:15:fd:6c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-63,32.10456212655272,35.20973432783756,0,90.45376586914062,WIFI
1c:b9:c4:16:ed:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-81,32.10456212655272,35.20973432783756,0,90.45376586914062,WIFI
1c:b9:c4:16:ed:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-73,32.10456212655272,35.20973432783756,0,90.45376586914062,WIFI
1c:b9:c4:15:44:3c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-75,32.10456212655272,35.20973432783756,0,90.45376586914062,WIFI
1c:b9:c4:15:44:38,Ariel_University,[ESS],1970-01-01 02:00:00,11,-89,32.10456212655272,35.20973432783756,0,90.45376586914062,WIFI
1c:b9:c4:95:41:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,44,-62,32.10456212655272,35.20973432783756,0,90.45376586914062,WIFI
1c:b9:c4:16:06:3c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-85,32.10456212655272,35.20973432783756,0,90.45376586914062,WIFI
1c:b9:c4:96:04:d7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-47,32.10456212655272,35.20973432783756,0,90.45376586914062,WIFI
ec:8c:a2:08:95:88,Ariel_University,[ESS],1970-01-01 02:00:00,1,-88,32.10456212655272,35.20973432783756,0,90.45376586914062,WIFI
1c:b9:c4:15:41:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-77,32.104417382164584,35.208791199770815,0,90.45376586914062,WIFI
1c:b9:c4:16:cc:ac,Ariel_University,[ESS],1970-01-01 02:00:00,44,-60,32.104417382164584,35.208791199770815,0,90.45376586914062,WIFI
1c:b9:c4:15:41:fc,Ariel_University,[ESS],1970-01-01 02:00:00,44,-60,32.104417382164584,35.208791199770815,0,90.45376586914062,WIFI
1c:b9:c4:55:44:73,island-154470,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,9,-56,32.104417382164584,35.208791199770815,0,90.45376586914062,WIFI
1c:b9:c4:16:cc:a8,Ariel_University,[ESS],1970-01-01 02:00:00,11,-68,32.104417382164584,35.208791199770815,0,90.45376586914062,WIFI
1c:b9:c4:16:04:d8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-59,32.104417382164584,35.208791199770815,0,90.45376586914062,WIFI
f8:d1:11:77:77:d6,masa2,[ESS],1970-01-01 02:00:00,6,-82,32.104417382164584,35.208791199770815,0,90.45376586914062,WIFI
1c:b9:c4:15:fd:68,Ariel_University,[ESS],1970-01-01 02:00:00,11,-72,32.104417382164584,35.208791199770815,0,90.45376586914062,WIFI
1c:b9:c4:16:04:dc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-51,32.104417382164584,35.208791199770815,0,90.45376586914062,WIFI
1c:b9:c4:15:fd:6c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-58,32.104417382164584,35.208791199770815,0,90.45376586914062,WIFI
1c:b9:c4:16:ed:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-81,32.104417382164584,35.208791199770815,0,90.45376586914062,WIFI
1c:b9:c4:16:ed:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-78,32.104417382164584,35.208791199770815,0,90.45376586914062,WIFI
1c:b9:c4:15:44:3c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-72,32.104417382164584,35.208791199770815,0,90.45376586914062,WIFI
1c:b9:c4:15:44:38,Ariel_University,[ESS],1970-01-01 02:00:00,11,-85,32.104417382164584,35.208791199770815,0,90.45376586914062,WIFI
1c:b9:c4:96:04:d7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-47,32.104417382164584,35.208791199770815,0,90.45376586914062,WIFI
ec:8c:a2:08:95:88,Ariel_University,[ESS],1970-01-01 02:00:00,1,-89,32.104417382164584,35.208791199770815,0,90.45376586914062,WIFI
1c:b9:c4:95:fd:67,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-58,32.104417382164584,35.208791199770815,0,90.45376586914062,WIFI
1c:b9:c4:96:ed:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-79,32.104417382164584,35.208791199770815,0,90.45376586914062,WIFI
1c:b9:c4:15:41:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-73,32.104224389647065,35.207533695681825,0,90.45376586914062,WIFI
1c:b9:c4:16:cc:ac,Ariel_University,[ESS],1970-01-01 02:00:00,44,-65,32.104224389647065,35.207533695681825,0,90.45376586914062,WIFI
1c:b9:c4:15:41:fc,Ariel_University,[ESS],1970-01-01 02:00:00,44,-58,32.104224389647065,35.207533695681825,0,90.45376586914062,WIFI
1c:b9:c4:55:44:73,island-154470,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,9,-57,32.104224389647065,35.207533695681825,0,90.45376586914062,WIFI
1c:b9:c4:16:cc:a8,Ariel_University,[ESS],1970-01-01 02:00:00,11,-71,32.104224389647065,35.207533695681825,0,90.45376586914062,WIFI
1c:b9:c4:16:04:d8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-59,32.104224389647065,35.207533695681825,0,90.45376586914062,WIFI
f8:d1:11:77:77:d6,masa2,[ESS],1970-01-01 02:00:00,6,-82,32.104224389647065,35.207533695681825,0,90.45376586914062,WIFI
1c:b9:c4:15:fd:68,Ariel_University,[ESS],1970-01-01 02:00:00,11,-69,32.104224389647065,35.207533695681825,0,90.45376586914062,WIFI
1c:b9:c4:16:04:dc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-53,32.104224389647065,35.207533695681825,0,90.45376586914062,WIFI
1c:b9:c4:15:fd:6c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-54,32.104224389647065,35.207533695681825,0,90.45376586914062,WIFI
1c:b9:c4:16:ed:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-81,32.104224389647065,35.207533695681825,0,90.45376586914062,WIFI
1c:b9:c4:16:ed:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-78,32.104224389647065,35.207533695681825,0,90.45376586914062,WIFI
1c:b9:c4:15:44:3c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-76,32.104224389647065,35.207533695681825,0,90.45376586914062,WIFI
1c:b9:c4:15:44:38,Ariel_University,[ESS],1970-01-01 02:00:00,11,-88,32.104224389647065,35.207533695681825,0,90.45376586914062,WIFI
1c:b9:c4:96:04:d7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-54,32.104224389647065,35.207533695681825,0,90.45376586914062,WIFI
ec:8c:a2:08:95:88,Ariel_University,[ESS],1970-01-01 02:00:00,1,-89,32.104224389647065,35.207533695681825,0,90.45376586914062,WIFI
1c:b9:c4:95:fd:67,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-58,32.104224389647065,35.207533695681825,0,90.45376586914062,WIFI
1c:b9:c4:96:ed:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-79,32.104224389647065,35.207533695681825,0,90.45376586914062,WIFI
1c:b9:c4:15:41:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-70,32.10412789338831,35.206904943637326,0,90.45376586914062,WIFI
1c:b9:c4:16:cc:ac,Ariel_University,[ESS],1970-01-01 02:00:00,44,-62,32.10412789338831,35.206904943637326,0,90.45376586914062,WIFI
1c:b9:c4:15:41:fc,Ariel_University,[ESS],1970-01-01 02:00:00,44,-62,32.10412789338831,35.206904943637326,0,90.45376586914062,WIFI
1c:b9:c4:55:44:73,island-154470,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,9,-59,32.10412789338831,35.206904943637326,0,90.45376586914062,WIFI
1c:b9:c4:16:cc:a8,Ariel_University,[ESS],1970-01-01 02:00:00,11,-73,32.10412789338831,35.206904943637326,0,90.45376586914062,WIFI
1c:b9:c4:16:04:d8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-68,32.10412789338831,35.206904943637326,0,90.45376586914062,WIFI
f8:d1:11:77:77:d6,masa2,[ESS],1970-01-01 02:00:00,6,-82,32.10412789338831,35.206904943637326,0,90.45376586914062,WIFI
1c:b9:c4:15:fd:68,Ariel_University,[ESS],1970-01-01 02:00:00,11,-70,32.10412789338831,35.206904943637326,0,90.45376586914062,WIFI
1c:b9:c4:16:04:dc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-51,32.10412789338831,35.206904943637326,0,90.45376586914062,WIFI
1c:b9:c4:15:fd:6c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-54,32.10412789338831,35.206904943637326,0,90.45376586914062,WIFI
1c:b9:c4:16:ed:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-81,32.10412789338831,35.206904943637326,0,90.45376586914062,WIFI
1c:b9:c4:16:ed:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-78,32.10412789338831,35.206904943637326,0,90.45376586914062,WIFI
1c:b9:c4:15:44:3c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-76,32.10412789338831,35.206904943637326,0,90.45376586914062,WIFI
1c:b9:c4:15:44:38,Ariel_University,[ESS],1970-01-01 02:00:00,11,-88,32.10412789338831,35.206904943637326,0,90.45376586914062,WIFI
1c:b9:c4:96:04:d7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-54,32.10412789338831,35.206904943637326,0,90.45376586914062,WIFI
ec:8c:a2:08:95:88,Ariel_University,[ESS],1970-01-01 02:00:00,1,-89,32.10412789338831,35.206904943637326,0,90.45376586914062,WIFI
1c:b9:c4:95:fd:67,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-58,32.10412789338831,35.206904943637326,0,90.45376586914062,WIFI
1c:b9:c4:96:ed:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-79,32.10412789338831,35.206904943637326,0,90.45376586914062,WIFI
1c:b9:c4:15:41:f8,Ariel_University,[ESS],2017-11-08 13:59:59,1,-68,32.10408385550361,35.205859683673125,736.3937316692763,48,WIFI
1c:b9:c4:16:cc:ac,Ariel_University,[ESS],2017-11-08 13:59:59,44,-63,32.10408385550361,35.205859683673125,736.3937316692763,48,WIFI
1c:b9:c4:15:41:fc,Ariel_University,[ESS],2017-11-08 13:59:59,44,-63,32.10408385550361,35.205859683673125,736.3937316692763,48,WIFI
1c:b9:c4:55:44:73,island-154470,[WPA2-PSK-CCMP][ESS],2017-11-08 13:59:59,9,-64,32.10408385550361,35.205859683673125,736.3937316692763,48,WIFI
1c:b9:c4:16:cc:a8,Ariel_University,[ESS],2017-11-08 13:59:59,11,-77,32.10408385550361,35.205859683673125,736.3937316692763,48,WIFI
1c:b9:c4:16:04:d8,Ariel_University,[ESS],2017-11-08 13:59:59,1,-69,32.10408385550361,35.205859683673125,736.3937316692763,48,WIFI
f8:d1:11:77:77:d6,masa2,[ESS],2017-11-08 13:59:59,6,-78,32.10408385550361,35.205859683673125,736.3937316692763,48,WIFI
1c:b9:c4:15:fd:68,Ariel_University,[ESS],2017-11-08 13:59:59,11,-77,32.10408385550361,35.205859683673125,736.3937316692763,48,WIFI
1c:b9:c4:16:04:dc,Ariel_University,[ESS],2017-11-08 13:59:59,36,-52,32.10408385550361,35.205859683673125,736.3937316692763,48,WIFI
1c:b9:c4:15:fd:6c,Ariel_University,[ESS],2017-11-08 13:59:59,36,-57,32.10408385550361,35.205859683673125,736.3937316692763,48,WIFI
1c:b9:c4:16:ed:f8,Ariel_University,[ESS],2017-11-08 13:59:59,1,-75,32.10408385550361,35.205859683673125,736.3937316692763,48,WIFI
1c:b9:c4:15:44:3c,Ariel_University,[ESS],2017-11-08 13:59:59,36,-76,32.10408385550361,35.205859683673125,736.3937316692763,48,WIFI
1c:b9:c4:15:44:38,Ariel_University,[ESS],2017-11-08 13:59:59,11,-85,32.10408385550361,35.205859683673125,736.3937316692763,48,WIFI
1c:b9:c4:96:04:d7,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:59:59,36,-52,32.10408385550361,35.205859683673125,736.3937316692763,48,WIFI
